Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.6879,31.0333,36.8374,42.8,49.8,57.8608,60.26,61.1485,64.4061
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.0018,,82.0058,,,,,,
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.47622,4.32276,10.2243,,16.6119,17.0375,17.474,23.2982,23.1879
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.5,24.1,25.9,27.7,29.7,31.8888,35.5098,37.6975,39.2136
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.7043,24.5718,30.4,33.913,37.8319,42.2037,47.0806,49.1307,58.2314
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.7241,90.411,93.1973,91.8919,93.2886,91.3333,92.053,92.5197,97.0068
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.8103,97.2982,96.3576,96.4917,98,94.6076,99,99,99
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.5816,20.7,24.3,28.6,33.3366,38.8576,45.293,53.8878,55.7716
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,62.3851,,74.7379,81.6554,,,
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.2,86.5,87.7,89,89.8637,95.2342,96.1151,96.1942,96.1638
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.53,76.8454,80.1856,85.5,90.2594,95.2323,95.2388,95.2453,95.2517
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,11,12.3854,13.78,15.34,17.0709,18.9348,21.4107,24.2103,27.3759
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.2054,54,59.9506,61.8055,63.6284,70.0097,77.031,77.7041,68.5485
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,40.8526,45.4617,50.4504,55.0543,59.9505,65.2518,71.1078,74.675,79.4848
